ticker,OUTFGAF Index
2017-09-18,22.8
2017-09-19,22.8
2017-09-20,22.8
2017-09-21,22.8
2017-09-22,22.8
2017-09-25,22.8
2017-09-26,22.8
2017-09-27,22.8
2017-09-28,22.8
2017-09-29,22.8
2017-09-30,24.2
2017-10-02,24.2
2017-10-03,24.2
2017-10-04,24.2
2017-10-05,24.2
2017-10-06,24.2
2017-10-09,24.2
2017-10-10,24.2
2017-10-11,24.2
2017-10-12,24.2
2017-10-13,24.2
2017-10-16,24.2
2017-10-17,24.2
2017-10-18,24.2
2017-10-19,24.2
2017-10-20,24.2
2017-10-23,24.2
2017-10-24,24.2
2017-10-25,24.2
2017-10-26,24.2
2017-10-27,24.2
2017-10-30,24.2
2017-10-31,26.6
2017-11-01,26.6
2017-11-02,26.6
2017-11-03,26.6
2017-11-06,26.6
2017-11-07,26.6
2017-11-08,26.6
2017-11-09,26.6
2017-11-10,26.6
2017-11-13,26.6
2017-11-14,26.6
2017-11-15,26.6
2017-11-16,26.6
2017-11-17,26.6
2017-11-20,26.6
2017-11-21,26.6
2017-11-22,26.6
2017-11-23,26.6
2017-11-24,26.6
2017-11-27,26.6
2017-11-28,26.6
2017-11-29,26.6
2017-11-30,23.9
2017-12-01,23.9
2017-12-04,23.9
2017-12-05,23.9
2017-12-06,23.9
2017-12-07,23.9
2017-12-08,23.9
2017-12-11,23.9
2017-12-12,23.9
2017-12-13,23.9
2017-12-14,23.9
2017-12-15,23.9
2017-12-18,23.9
2017-12-19,23.9
2017-12-20,23.9
2017-12-21,23.9
2017-12-22,23.9
2017-12-25,23.9
2017-12-26,23.9
2017-12-27,23.9
2017-12-28,23.9
2017-12-29,23.9
2017-12-31,27.8
2018-01-01,27.8
2018-01-02,27.8
2018-01-03,27.8
2018-01-04,27.8
2018-01-05,27.8
2018-01-08,27.8
2018-01-09,27.8
2018-01-10,27.8
2018-01-11,27.8
2018-01-12,27.8
2018-01-15,27.8
2018-01-16,27.8
2018-01-17,27.8
2018-01-18,27.8
2018-01-19,27.8
2018-01-22,27.8
2018-01-23,27.8
2018-01-24,27.8
2018-01-25,27.8
2018-01-26,27.8
2018-01-29,27.8
2018-01-30,27.8
2018-01-31,24.8
2018-02-01,24.8
2018-02-02,24.8
2018-02-05,24.8
2018-02-06,24.8
2018-02-07,24.8
2018-02-08,24.8
2018-02-09,24.8
2018-02-12,24.8
2018-02-13,24.8
2018-02-14,24.8
2018-02-15,24.8
2018-02-16,24.8
2018-02-19,24.8
2018-02-20,24.8
2018-02-21,24.8
2018-02-22,24.8
2018-02-23,24.8
2018-02-26,24.8
2018-02-27,24.8
2018-02-28,28.1
2018-03-01,28.1
2018-03-02,28.1
2018-03-05,28.1
2018-03-06,28.1
2018-03-07,28.1
2018-03-08,28.1
2018-03-09,28.1
2018-03-12,28.1
2018-03-13,28.1
2018-03-14,28.1
2018-03-15,28.1
2018-03-16,28.1
2018-03-19,28.1
2018-03-20,28.1
2018-03-21,28.1
2018-03-22,28.1
2018-03-23,28.1
2018-03-26,28.1
2018-03-27,28.1
2018-03-28,28.1
2018-03-29,28.1
2018-03-30,28.1
2018-03-31,23.8
2018-04-02,23.8
2018-04-03,23.8
2018-04-04,23.8
2018-04-05,23.8
2018-04-06,23.8
2018-04-09,23.8
2018-04-10,23.8
2018-04-11,23.8
2018-04-12,23.8
2018-04-13,23.8
2018-04-16,23.8
2018-04-17,23.8
2018-04-18,23.8
2018-04-19,23.8
2018-04-20,23.8
2018-04-23,23.8
2018-04-24,23.8
2018-04-25,23.8
2018-04-26,23.8
2018-04-27,23.8
2018-04-30,23.4
2018-05-01,23.4
2018-05-02,23.4
2018-05-03,23.4
2018-05-04,23.4
2018-05-07,23.4
2018-05-08,23.4
2018-05-09,23.4
2018-05-10,23.4
2018-05-11,23.4
2018-05-14,23.4
2018-05-15,23.4
2018-05-16,23.4
2018-05-17,23.4
2018-05-18,23.4
2018-05-21,23.4
2018-05-22,23.4
2018-05-23,23.4
2018-05-24,23.4
2018-05-25,23.4
2018-05-28,23.4
2018-05-29,23.4
2018-05-30,23.4
2018-05-31,32.3
2018-06-01,32.3
2018-06-04,32.3
2018-06-05,32.3
2018-06-06,32.3
2018-06-07,32.3
2018-06-08,32.3
2018-06-11,32.3
2018-06-12,32.3
2018-06-13,32.3
2018-06-14,32.3
2018-06-15,32.3
2018-06-18,32.3
2018-06-19,32.3
2018-06-20,32.3
2018-06-21,32.3
2018-06-22,32.3
2018-06-25,32.3
2018-06-26,32.3
2018-06-27,32.3
2018-06-28,32.3
2018-06-29,32.3
2018-06-30,20.8
2018-07-02,20.8
2018-07-03,20.8
2018-07-04,20.8
2018-07-05,20.8
2018-07-06,20.8
2018-07-09,20.8
2018-07-10,20.8
2018-07-11,20.8
2018-07-12,20.8
2018-07-13,20.8
2018-07-16,20.8
2018-07-17,20.8
2018-07-18,20.8
2018-07-19,20.8
2018-07-20,20.8
2018-07-23,20.8
2018-07-24,20.8
2018-07-25,20.8
2018-07-26,20.8
2018-07-27,20.8
2018-07-30,20.8
2018-07-31,24.3
2018-08-01,24.3
2018-08-02,24.3
2018-08-03,24.3
2018-08-06,24.3
2018-08-07,24.3
2018-08-08,24.3
2018-08-09,24.3
2018-08-10,24.3
2018-08-13,24.3
2018-08-14,24.3
2018-08-15,24.3
2018-08-16,24.3
2018-08-17,24.3
2018-08-20,24.3
2018-08-21,24.3
2018-08-22,24.3
2018-08-23,24.3
2018-08-24,24.3
2018-08-27,24.3
2018-08-28,24.3
2018-08-29,24.3
2018-08-30,24.3
2018-08-31,13.0
2018-09-03,13.0
2018-09-04,13.0
2018-09-05,13.0
2018-09-06,13.0
2018-09-07,13.0
2018-09-10,13.0
2018-09-11,13.0
2018-09-12,13.0
2018-09-13,13.0
2018-09-14,13.0
2018-09-17,13.0
2018-09-18,13.0
2018-09-19,13.0
2018-09-20,13.0
2018-09-21,13.0
2018-09-24,13.0
2018-09-25,13.0
2018-09-26,13.0
2018-09-27,13.0
2018-09-28,13.0
2018-09-30,21.4
2018-10-01,21.4
2018-10-02,21.4
2018-10-03,21.4
2018-10-04,21.4
2018-10-05,21.4
2018-10-08,21.4
2018-10-09,21.4
2018-10-10,21.4
2018-10-11,21.4
2018-10-12,21.4
2018-10-15,21.4
2018-10-16,21.4
2018-10-17,21.4
2018-10-18,21.4
2018-10-19,21.4
2018-10-22,21.4
2018-10-23,21.4
2018-10-24,21.4
2018-10-25,21.4
2018-10-26,21.4
2018-10-29,21.4
2018-10-30,21.4
2018-10-31,19.7
2018-11-01,19.7
2018-11-02,19.7
2018-11-05,19.7
2018-11-06,19.7
2018-11-07,19.7
2018-11-08,19.7
2018-11-09,19.7
2018-11-12,19.7
2018-11-13,19.7
2018-11-14,19.7
2018-11-15,19.7
2018-11-16,19.7
2018-11-19,19.7
2018-11-20,19.7
2018-11-21,19.7
2018-11-22,19.7
2018-11-23,19.7
2018-11-26,19.7
2018-11-27,19.7
2018-11-28,19.7
2018-11-29,19.7
2018-11-30,11.9
2018-12-03,11.9
2018-12-04,11.9
2018-12-05,11.9
2018-12-06,11.9
2018-12-07,11.9
2018-12-10,11.9
2018-12-11,11.9
2018-12-12,11.9
2018-12-13,11.9
2018-12-14,11.9
2018-12-17,11.9
2018-12-18,11.9
2018-12-19,11.9
2018-12-20,11.9
2018-12-21,11.9
2018-12-24,11.9
2018-12-25,11.9
2018-12-26,11.9
2018-12-27,11.9
2018-12-28,11.9
2018-12-31,9.1
2019-01-01,9.1
2019-01-02,9.1
2019-01-03,9.1
2019-01-04,9.1
2019-01-07,9.1
2019-01-08,9.1
2019-01-09,9.1
2019-01-10,9.1
2019-01-11,9.1
2019-01-14,9.1
2019-01-15,9.1
2019-01-16,9.1
2019-01-17,9.1
2019-01-18,9.1
2019-01-21,9.1
2019-01-22,9.1
2019-01-23,9.1
2019-01-24,9.1
2019-01-25,9.1
2019-01-28,9.1
2019-01-29,9.1
2019-01-30,9.1
2019-01-31,17.0
2019-02-01,17.0
2019-02-04,17.0
2019-02-05,17.0
2019-02-06,17.0
2019-02-07,17.0
2019-02-08,17.0
2019-02-11,17.0
2019-02-12,17.0
2019-02-13,17.0
2019-02-14,17.0
2019-02-15,17.0
2019-02-18,17.0
2019-02-19,17.0
2019-02-20,17.0
2019-02-21,17.0
2019-02-22,17.0
2019-02-25,17.0
2019-02-26,17.0
2019-02-27,17.0
2019-02-28,-4.1
2019-03-01,-4.1
2019-03-04,-4.1
2019-03-05,-4.1
2019-03-06,-4.1
2019-03-07,-4.1
2019-03-08,-4.1
2019-03-11,-4.1
2019-03-12,-4.1
2019-03-13,-4.1
2019-03-14,-4.1
2019-03-15,-4.1
2019-03-18,-4.1
2019-03-19,-4.1
2019-03-20,-4.1
2019-03-21,-4.1
2019-03-22,-4.1
2019-03-25,-4.1
2019-03-26,-4.1
2019-03-27,-4.1
2019-03-28,-4.1
2019-03-29,-4.1
2019-03-31,13.7
2019-04-01,13.7
2019-04-02,13.7
2019-04-03,13.7
2019-04-04,13.7
2019-04-05,13.7
2019-04-08,13.7
2019-04-09,13.7
2019-04-10,13.7
2019-04-11,13.7
2019-04-12,13.7
2019-04-15,13.7
2019-04-16,13.7
2019-04-17,13.7
2019-04-18,13.7
2019-04-19,13.7
2019-04-22,13.7
2019-04-23,13.7
2019-04-24,13.7
2019-04-25,13.7
2019-04-26,13.7
2019-04-29,13.7
2019-04-30,8.5
2019-05-01,8.5
2019-05-02,8.5
2019-05-03,8.5
2019-05-06,8.5
2019-05-07,8.5
2019-05-08,8.5
2019-05-09,8.5
2019-05-10,8.5
2019-05-13,8.5
2019-05-14,8.5
2019-05-15,8.5
2019-05-16,8.5
2019-05-17,8.5
2019-05-20,8.5
2019-05-21,8.5
2019-05-22,8.5
2019-05-23,8.5
2019-05-24,8.5
2019-05-27,8.5
2019-05-28,8.5
2019-05-29,8.5
2019-05-30,8.5
2019-05-31,16.6
2019-06-03,16.6
2019-06-04,16.6
2019-06-05,16.6
2019-06-06,16.6
2019-06-07,16.6
2019-06-10,16.6
2019-06-11,16.6
2019-06-12,16.6
2019-06-13,16.6
2019-06-14,16.6
2019-06-17,16.6
2019-06-18,16.6
2019-06-19,16.6
2019-06-20,16.6
2019-06-21,16.6
2019-06-24,16.6
2019-06-25,16.6
2019-06-26,16.6
2019-06-27,16.6
2019-06-28,16.6
2019-06-30,0.3
